"position","const","created","modified","description","Title","Title type","Directors","RDLongoria rated","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"393","tt0331953","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","Club Dread","Feature Film","Jay Chandrasekhar","","5.6","104","2004","comedy, horror, thriller","23664","2004-02-16","http://www.imdb.com/title/tt0331953/"
"394","tt0374563","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","Captivity","Feature Film","Roland Joffé","","4.7","96","2007","crime, mystery, thriller","20510","2007-03-01","http://www.imdb.com/title/tt0374563/"
"395","tt0372873","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","Dragon Wars: D-War","Feature Film","Hyung-rae Shim","","3.6","90","2007","action, drama, fantasy, horror, thriller","21407","2007-08-01","http://www.imdb.com/title/tt0372873/"
"396","tt1013860","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","Dylan Dog: Dead of Night","Feature Film","Kevin Munroe","","5.1","107","2010","action, comedy, crime, fantasy, horror, mystery, sci_fi, thriller","12932","2010","http://www.imdb.com/title/tt1013860/"
"397","tt1827354","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","Airborne","Feature Film","Alexander Williams","","3.9","81","2012","comedy, horror, thriller","2034","2012","http://www.imdb.com/title/tt1827354/"
"398","tt1407065","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","The Moth Diaries","Feature Film","Mary Harron","","4.9","82","2011","drama, horror, mystery","5222","2011-09-06","http://www.imdb.com/title/tt1407065/"
"399","tt1100051","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","Bereavement","Feature Film","Stevan Mena","","5.1","103","2010","crime, horror, thriller","5343","2010-07-16","http://www.imdb.com/title/tt1100051/"
"400","tt1153546","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","BloodRayne: The Third Reich","Feature Film","Uwe Boll","","3.0","79","2011","action, adventure, fantasy, horror","4895","2011-05-02","http://www.imdb.com/title/tt1153546/"
"401","tt0951335","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","The New Daughter","Feature Film","Luis Berdejo","","5.3","108","2009","horror, thriller","11352","2009-12-18","http://www.imdb.com/title/tt0951335/"
"402","tt1235448","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","The Thaw","Feature Film","Mark A. Lewis","","5.2","90","2009","horror, sci_fi, thriller","9496","2009-08-30","http://www.imdb.com/title/tt1235448/"
"403","tt0422401","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","Hatchet","Feature Film","Adam Green","","5.7","85","2006","comedy, horror","23146","2006-04-27","http://www.imdb.com/title/tt0422401/"
"404","tt0426459","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","Feast","Feature Film","John Gulager","","6.4","95","2005","action, comedy, horror, thriller","25369","2005-10-14","http://www.imdb.com/title/tt0426459/"
"405","tt0285492","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","Cube²: Hypercube","Feature Film","Andrzej Sekula","2","5.6","94","2002","sci_fi, thriller","49960","2002-07-29","http://www.imdb.com/title/tt0285492/"
"406","tt0303361","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","May","Feature Film","Lucky McKee","","6.7","93","2002","drama, horror","26515","2002-01-13","http://www.imdb.com/title/tt0303361/"
"407","tt0080516","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","The Changeling","Feature Film","Peter Medak","","7.3","107","1980","fantasy, horror","21721","1980-03-28","http://www.imdb.com/title/tt0080516/"
"408","tt0080360","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","Altered States","Feature Film","Ken Russell","6","6.9","102","1980","horror, sci_fi, thriller","23652","1980-12-25","http://www.imdb.com/title/tt0080360/"
"409","tt0078767","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","The Amityville Horror","Feature Film","Stuart Rosenberg","6","6.2","117","1979","drama, horror","27317","1979-07-27","http://www.imdb.com/title/tt0078767/"
"410","tt0079714","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","Phantasm","Feature Film","Don Coscarelli","7","6.9","88","1979","fantasy, horror, sci_fi","22213","1979-01","http://www.imdb.com/title/tt0079714/"
"411","tt0083722","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","Cat People","Feature Film","Paul Schrader","","6.1","118","1982","fantasy, horror, thriller","14042","1982-04-02","http://www.imdb.com/title/tt0083722/"
"412","tt0085750","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","Jaws 3-D","Feature Film","Joe Alves","","3.6","99","1983","adventure, horror, thriller","27687","1983-07-22","http://www.imdb.com/title/tt0085750/"
"413","tt0090887","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","Critters","Feature Film","Stephen Herek","","6.0","82","1986","action, comedy, horror, sci_fi, thriller","23377","1986-04-11","http://www.imdb.com/title/tt0090887/"
"414","tt0091223","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","House","Feature Film","Steve Miner","","6.2","93","1986","comedy, fantasy, horror","16963","1985-12-06","http://www.imdb.com/title/tt0091223/"
"415","tt0105121","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","The People Under the Stairs","Feature Film","Wes Craven","","6.3","102","1991","comedy, horror, mystery, thriller","23549","1991-11-01","http://www.imdb.com/title/tt0105121/"
"416","tt0104692","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","The Lawnmower Man","Feature Film","Brett Leonard","","5.4","108","1992","horror, sci_fi","27576","1992-03-06","http://www.imdb.com/title/tt0104692/"
"417","tt0111742","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","Wolf","Feature Film","Mike Nichols","","6.2","125","1994","drama, horror, romance, thriller","43241","1994-06-17","http://www.imdb.com/title/tt0111742/"
"418","tt0116654","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","The Island of Dr. Moreau","Feature Film","John Frankenheimer","4","4.4","96","1996","horror, sci_fi, thriller","25871","1996-08-23","http://www.imdb.com/title/tt0116654/"
"419","tt0118956","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","Deep Rising","Feature Film","Stephen Sommers","","6.0","106","1998","action, adventure, horror, sci_fi","26304","1998-01-30","http://www.imdb.com/title/tt0118956/"
"420","tt0397044","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","Blood and Chocolate","Feature Film","Katja von Garnier","","5.5","98","2007","drama, fantasy, horror, romance","15311","2007-01-25","http://www.imdb.com/title/tt0397044/"
"421","tt2204379","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","The Devil's Carnival","Feature Film","Darren Lynn Bousman","","6.5","56","2012","horror, musical","3267","2012-03-30","http://www.imdb.com/title/tt2204379/"
"422","tt1884318","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","Girls Gone Dead","Feature Film","Michael Hoffman Jr., Aaron T. Wells","","3.5","104","2012","comedy, horror","1990","2012-03-28","http://www.imdb.com/title/tt1884318/"
"423","tt1833879","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","Scary or Die","Feature Film","Bob Badway, Michael Emanuel","","4.0","94","2012","horror","3347","2012-09-11","http://www.imdb.com/title/tt1833879/"
"424","tt1386925","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","The Dead","Feature Film","Howard J. Ford, Jon Ford","","5.8","105","2010","horror","7485","2010-08-30","http://www.imdb.com/title/tt1386925/"
"425","tt1390535","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","The Final","Feature Film","Joey Stewart","","5.4","93","2010","drama, horror, thriller","8709","2010-01-29","http://www.imdb.com/title/tt1390535/"
"426","tt0450336","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","Blood Creek","Feature Film","Joel Schumacher","","5.4","90","2009","horror","9362","2009-09-18","http://www.imdb.com/title/tt0450336/"
"427","tt1100053","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","Tormented","Feature Film","Jon Wright","","5.2","91","2009","horror","5330","2009-05-22","http://www.imdb.com/title/tt1100053/"
"428","tt0455362","Sun May 12 17:21:16 2013","Sun May 12 17:21:16 2013","","The Breed","Feature Film","Nicholas Mastandrea","","5.1","91","2006","comedy, horror, thriller","10105","2006-06-01","http://www.imdb.com/title/tt0455362/"
"429","tt0377309","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Survival Island","Feature Film","Stewart Raffill","","5.0","95","2005","adventure, drama, horror, thriller","7263","2005-11-16","http://www.imdb.com/title/tt0377309/"
"430","tt0899128","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","100 Feet","Feature Film","Eric Red","","5.5","96","2008","horror, mystery, thriller","10285","2008-07-24","http://www.imdb.com/title/tt0899128/"
"431","tt0189998","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Shadow of the Vampire","Feature Film","E. Elias Merhige","","6.9","92","2000","drama, horror","34004","2000-05-15","http://www.imdb.com/title/tt0189998/"
"432","tt0276816","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Below","Feature Film","David Twohy","","6.2","105","2002","horror, mystery, thriller","17750","2002-10-11","http://www.imdb.com/title/tt0276816/"
"433","tt0093605","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Near Dark","Feature Film","Kathryn Bigelow","","7.0","94","1987","action, crime, drama, horror, romance, thriller","25224","1987-09-12","http://www.imdb.com/title/tt0093605/"
"435","tt0087075","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","The Company of Wolves","Feature Film","Neil Jordan","","6.8","95","1984","horror, fantasy","11454","1984-07","http://www.imdb.com/title/tt0087075/"
"436","tt0134619","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Disturbing Behavior","Feature Film","David Nutter","","5.5","84","1998","horror, mystery, sci_fi, thriller","17171","1998-07-24","http://www.imdb.com/title/tt0134619/"
"437","tt0317676","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","House of the Dead","Feature Film","Uwe Boll","","2.0","90","2003","adventure, horror","31906","2003-02-15","http://www.imdb.com/title/tt0317676/"
"438","tt0204313","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Exorcist: The Beginning","Feature Film","Renny Harlin","","5.1","114","2004","horror, mystery, thriller","28441","2004-08-18","http://www.imdb.com/title/tt0204313/"
"439","tt0357507","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Boogeyman","Feature Film","Stephen Kay","","4.1","89","2005","drama, horror, mystery, thriller","25768","2005-02-04","http://www.imdb.com/title/tt0357507/"
"440","tt1838722","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Truth or Die","Feature Film","Robert Heath","","5.6","96","2012","horror, mystery","6420","2012-08-06","http://www.imdb.com/title/tt1838722/"
"441","tt1325723","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Choose","Feature Film","Marcus Graves","","4.7","83","2011","crime, drama, horror, thriller","3562","2011-01-17","http://www.imdb.com/title/tt1325723/"
"442","tt0422272","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Fragile","Feature Film","Jaume Balagueró","","6.2","101","2005","thriller, horror","12749","2005-09-02","http://www.imdb.com/title/tt0422272/"
"443","tt0092610","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Bad Taste","Feature Film","Peter Jackson","","6.7","91","1987","comedy, horror, sci_fi","35973","1987-12","http://www.imdb.com/title/tt0092610/"
"444","tt0082533","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","The Howling","Feature Film","Joe Dante","6","6.6","91","1981","horror","22451","1981-01-21","http://www.imdb.com/title/tt0082533/"
"445","tt0075925","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","The Deep","Feature Film","Peter Yates","","6.2","123","1977","adventure, mystery, thriller","8448","1977-06-17","http://www.imdb.com/title/tt0075925/"
"446","tt0077681","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","The Hills Have Eyes","Feature Film","Wes Craven","","6.4","89","1977","horror, thriller","21460","1977-06-15","http://www.imdb.com/title/tt0077681/"
"447","tt0092076","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","The Texas Chainsaw Massacre 2","Feature Film","Tobe Hooper","","5.5","101","1986","comedy, horror","18986","1986-08-22","http://www.imdb.com/title/tt0092076/"
"448","tt0120694","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Halloween H20: 20 Years Later","Feature Film","Steve Miner","","5.7","86","1998","horror, thriller","48399","1998-07-27","http://www.imdb.com/title/tt0120694/"
"449","tt2062661","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Area 407","Feature Film","Dale Fabrigar, Everette Wallin","","3.6","90","2012","horror, sci_fi, thriller","3202","2012-04-27","http://www.imdb.com/title/tt2062661/"
"450","tt1407049","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Altitude","Feature Film","Kaare Andrews","","4.9","90","2010","horror, mystery, sci_fi, thriller","8564","2010-10-03","http://www.imdb.com/title/tt1407049/"
"451","tt0476958","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Amusement","Feature Film","John Simpson","","5.2","85","2008","horror, thriller","8955","2008-10-09","http://www.imdb.com/title/tt0476958/"
"452","tt1098356","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Long Weekend","Feature Film","Jamie Blanks","","5.2","88","2008","drama, horror, thriller","4611","2008-10-09","http://www.imdb.com/title/tt1098356/"
"453","tt0080923","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Inferno","Feature Film","Dario Argento","","6.7","107","1980","horror, mystery","12068","1980-02-07","http://www.imdb.com/title/tt0080923/"
"454","tt1879012","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Night of the Living Dead 3D: Re-Animation","Feature Film","Jeff Broadstreet","","3.0","88","2012","action, horror","1609","2012-03-14","http://www.imdb.com/title/tt1879012/"
"455","tt0119227","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Snow White: A Tale of Terror","Feature Film","Michael Cohn","","6.3","100","1997","fantasy, horror","8014","1997-05-09","http://www.imdb.com/title/tt0119227/"
"456","tt0119891","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Phantoms","Feature Film","Joe Chappelle","","5.4","96","1998","horror, sci_fi, thriller","16236","1998-01-23","http://www.imdb.com/title/tt0119891/"
"457","tt1045655","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","The Haunting of Molly Hartley","Feature Film","Mickey Liddell","","3.8","82","2008","drama, horror, thriller","7847","2008-10-31","http://www.imdb.com/title/tt1045655/"
"458","tt0106452","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Body Snatchers","Feature Film","Abel Ferrara","","5.9","87","1993","sci_fi, horror, thriller, mystery","13309","1993-05-15","http://www.imdb.com/title/tt0106452/"
"459","tt0081114","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Maniac","Feature Film","William Lustig","","6.5","87","1980","drama, horror, thriller","10015","1980-05","http://www.imdb.com/title/tt0081114/"
"460","tt0772193","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Primeval","Feature Film","Michael Katleman","","4.7","93","2007","action, adventure, crime, horror","11027","2007-01-12","http://www.imdb.com/title/tt0772193/"
"461","tt0790590","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Botched","Feature Film","Kit Ryan","","5.8","95","2007","comedy, horror","5579","2007-07-30","http://www.imdb.com/title/tt0790590/"
"462","tt0082427","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","The Funhouse","Feature Film","Tobe Hooper","","5.9","96","1981","horror","8603","1981-03-13","http://www.imdb.com/title/tt0082427/"
"463","tt0099611","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Frankenhooker","Feature Film","Frank Henenlotter","","6.1","85","1990","comedy, horror, sci_fi","5781","1990-04","http://www.imdb.com/title/tt0099611/"
"464","tt1612774","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Rubber","Feature Film","Quentin Dupieux","","5.8","82","2010","comedy, fantasy, horror","25720","2010-05-15","http://www.imdb.com/title/tt1612774/"
"465","tt0082010","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","An American Werewolf in London","Feature Film","John Landis","7","7.6","97","1981","comedy, fantasy, horror","63482","1981-08-21","http://www.imdb.com/title/tt0082010/"
"466","tt0120184","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Sphere","Feature Film","Barry Levinson","","6.0","134","1998","drama, mystery, sci_fi, thriller","80757","1998-02-13","http://www.imdb.com/title/tt0120184/"
"467","tt0338095","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","High Tension","Feature Film","Alexandre Aja","","6.8","91","2003","horror","54526","2003-06-18","http://www.imdb.com/title/tt0338095/"
"468","tt1452628","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","Vanishing on 7th Street","Feature Film","Brad Anderson","","4.9","92","2010","horror, mystery, thriller","21817","2010-09-12","http://www.imdb.com/title/tt1452628/"
"469","tt0085407","Sun May 12 17:21:17 2013","Sun May 12 17:21:17 2013","","The Dead Zone","Feature Film","David Cronenberg","8","7.2","103","1983","horror, sci_fi, thriller","44202","1983-10-21","http://www.imdb.com/title/tt0085407/"
